"FCDATOBENEFIC","FNREGISTROS","FNTOTAL","FITIPODATO"
"INES YOLANDA",2,147212,1
"CINTHIA NAYELI",2,147212,1
"BRENDA CAROLINA",4,147212,1
"ANA CONCEPCION",4,147212,1
"NOEMI RUBICELA",3,147212,1
"EMIGDIO",4,147212,1
"ERIKA MARIA",13,147212,1
"JATZIBE ARELI",2,147212,1
"ANGELICA GUADALUPE",35,147212,1
"NORMA ELIZABETH",22,147212,1
"EVELYN",51,147212,1
"NIMSI",2,147212,1
"YESSICA GABRIELA",4,147212,1
"DELIA MARIANA",2,147212,1
"SANDRA LIZBETH",4,147212,1
"ULISES",67,147212,1
"IVAN LEONARDO",4,147212,1
"EDELIN MONCERAT",2,147212,1
"ANITA",20,147212,1
"GISELA VIRIDIANA",4,147212,1
"NORMA NANCY",2,147212,1
"JOSIEL",2,147212,1
"GLADYS CITHLALY",2,147212,1
"ISIS CAROLINA",6,147212,1
"CARLOS HUMBERTO",2,147212,1
"MA PIEDAD ALEJANDRA",2,147212,1
"GLORIA JUANA",1,147212,1
"MELVI",4,147212,1
"LUIS UZIEL",6,147212,1
"MARIA JAVIERA",2,147212,1
"ARTURO ISAAC",2,147212,1
"GEZER ALEXANDER",2,147212,1
"ESTEBAN",58,147212,1
"ZAYURI",4,147212,1
"PAMELA MONSERRATH",2,147212,1
"SOCORRO SARAHI",2,147212,1
"LILIA",98,147212,1
"NEXT MILTON",2,147212,1
"DAVID ISRAEL",6,147212,1
"JOHANY KRISTHEL",2,147212,1
"J JESUS",28,147212,1
"CARLOS IGNACIO",16,147212,1
"ALEXA NICOLE",4,147212,1
"ANIK AIMEE",2,147212,1
"MARIA CRUZ",34,147212,1
"LINA RAQUEL",2,147212,1
"LEON ALFREDO",12,147212,1
"ISRRAEL",6,147212,1
"GABRIELA MONSERRAT",2,147212,1
"UBALDO",13,147212,1
"LUZ AIMEE",2,147212,1
"PATRICIA ELIZABETH",9,147212,1
"NESTOR",22,147212,1
"EMANUEL",35,147212,1
"MARLENI",8,147212,1
"CARLA EDITH",4,147212,1
"RAMIRO",91,147212,1
"DEYSI LUZ",2,147212,1
"MIGUEL EDUARDO",6,147212,1
"ESTEFENI",4,147212,1
"JESUS DAVID",14,147212,1
"BLANCA ESTRELLITA",2,147212,1
"EMIR",4,147212,1
"EDITH ROCIO",5,147212,1
"GEMA YOLANDA",6,147212,1
"ISAAC ALDAHIR",2,147212,1
"BILLY ROGER",2,147212,1
"ROSA YOLANDA",6,147212,1
"NAYELI",173,147212,1
"DAVID CUAUHTEMOC",4,147212,1
"HUBER",10,147212,1
"CAMILA FERNANDA",6,147212,1
"LIZETH AMADA",2,147212,1
"ELENA",90,147212,1
"ELVIA GUADALUPE",7,147212,1
"LIZBETH MARIA",2,147212,1
"AIDEE WENDOLYNE",2,147212,1
"GERARDO",205,147212,1
"FAUSTO JAIR",6,147212,1
"MARCOS ANTONIO",21,147212,1
"OLIVERIO",8,147212,1
"OLGA LIDIA",66,147212,1
"YENI RAQUEL",2,147212,1
"MARIA DE SAN JUAN",12,147212,1
"BALTAZAR",22,147212,1
"MARIA DEL SOL",2,147212,1
"ENEYDE",6,147212,1
"BRYAN MISAEL",2,147212,1
"ANDREA BETZABEL",2,147212,1
"BRAYAN",43,147212,1
"CARLOS ARTURO",18,147212,1
"RAUL",154,147212,1
"MARCELA DE JESUS",2,147212,1
"MA CARMEN",17,147212,1
"LUIS ANTONIO",131,147212,1
"JAZMIN",131,147212,1
"JUANA KARINA",7,147212,1
"CARMEN FERNANDO",4,147212,1
"JENIFER CAROLINA",5,147212,1
"JAZMIN EDITH",2,147212,1
"ALAN GAEL",2,147212,1
"URIEL RODOLFO",2,147212,1
"EZEQUIEL",59,147212,1
"MARIA MONSERRAT",26,147212,1
"ROSA IVETH",13,147212,1
"LUIS EDUARDO",56,147212,1
"JUDITH CONSTANTINA",2,147212,1
"EUNICE ROCIO",2,147212,1
"GRACIELA ADRIANA",6,147212,1
"ELENA GUADALUPE",10,147212,1
"LAURA YAZMIN",4,147212,1
"LUZ ANAHI",6,147212,1
"FATIMA ADALY",3,147212,1
"HORFELINA",2,147212,1
"FRANCISCO MARIANO",4,147212,1
"SILVIA ALEJANDRA",6,147212,1
"HERMINIA",30,147212,1
"KAREN MARLENE",6,147212,1
"EULOGIA",4,147212,1
"VIRIDIANA CECILIA",2,147212,1
"JOANNA CRISTINA",2,147212,1
"CITLALI SINAI",4,147212,1
"ROMULO",6,147212,1
"KATYA SOFIA",2,147212,1
"RAMON ANTONIO",4,147212,1
"ABEL ANGEL",2,147212,1
"ROSA EDITH",14,147212,1
"KARLA",132,147212,1
"MELINA CECILIA",2,147212,1
"BENITO",32,147212,1
"JULIANA",34,147212,1
"EDUVIGIS",2,147212,1
"COSME",7,147212,1
"BRISEIDA",20,147212,1
"DAYSY GUADALUPE",2,147212,1
"GINA",8,147212,1
"CLAUDIA OFELIA",2,147212,1
"FIDEL",52,147212,1
"ANA YELLI",6,147212,1
"SARA VANESSA",2,147212,1
"LUZ MARIA MONSERRAT",2,147212,1
"OILDA VICENTA",2,147212,1
"RITA MARIA",11,147212,1
"LITZY MONICA",2,147212,1
"MARIA JUANA",15,147212,1
"NATALIA MARISELA",2,147212,1
"DALIA BERENICE",2,147212,1
"JHOSELINEE ALEXANDRA",2,147212,1
"MADAY",6,147212,1
"NORA",20,147212,1
"JENNIFER ABIGAIL",6,147212,1
"WILBERT",6,147212,1
"JUSTIN ALEXIS",2,147212,1
"SIANELY GRACIA",4,147212,1
"MARIA DE LOS ANGEL",133,147212,1
"ROCIO DEL CARMEN",28,147212,1
"JESSICA ADRIANA",8,147212,1
"MARIA NATALIA",2,147212,1
"EVELIA",69,147212,1
"LESLI IVETTE",2,147212,1
"JAIME ADRIAN",4,147212,1
"OLIVER ALBERTO",4,147212,1
"KARLA YULIHT",2,147212,1
"ANAIS",8,147212,1
"GERARDO ANDRES",2,147212,1
"BRYAN RAMSES",2,147212,1
"MONSERRATT GUADALUPE",6,147212,1
"HUMBERTINA",3,147212,1
"ISMARIN",2,147212,1
"REFUGIO",10,147212,1
"SALVADOR",114,147212,1
"HERMIRA",4,147212,1
"GALDINA",13,147212,1
"CITLALLI BELEN",2,147212,1
"VIVIANA BETZABE",2,147212,1
"ILEANA MERCEDES",4,147212,1
"JEIMI",4,147212,1
"BETZABE",13,147212,1
"ENEIDA",12,147212,1
"BELLERMAN",4,147212,1
"BLANCA JOANNA",2,147212,1
"NATIVIDAD",49,147212,1
"CARMINA GUADALUPE",2,147212,1
"YAZMIN",147,147212,1
"VICTOR NAYVER",2,147212,1
"JOSE HUMBERTO",23,147212,1
"SILVIA TERESA",2,147212,1
"MARIA GABRIELA",39,147212,1
"CLAUDIA IBETH",8,147212,1
"FRANCISCA GUADALUPE",11,147212,1
"PAVEL",2,147212,1
"LESLY PAOLA",6,147212,1
"URIEL ENRIQUE",2,147212,1
"ANA MIREYA",6,147212,1
"IRAZEMA DE JESUS",2,147212,1
"LIDIA JAZMIN",4,147212,1
"ARLET RICARD",4,147212,1
"ALBERTO",123,147212,1
"GRISELDA CARINA",2,147212,1
"BLANCA JANNETH",4,147212,1
"PAOLA SOFIA",2,147212,1
"DULCE ANAHI",9,147212,1
"JORGE ALEXANDRO",2,147212,1
"MARTHA VANESSA",3,147212,1
"DIANA ESMERALDA",12,147212,1
"ALBERTO ANTONIO",4,147212,1
"FRIDA",12,147212,1
"MARIO",137,147212,1
"STEPHANIE DAYLIAN",2,147212,1
"MARELY ALONDRA",5,147212,1
"ALAN GABRIEL",10,147212,1
"YENI",24,147212,1
"ARIEL ELOY",3,147212,1
"MARIA GONZALA",2,147212,1
"JANETH DEL ROCIO",2,147212,1
"EVELIN GUADALUPE",8,147212,1
"NATALY JOSEFINA",3,147212,1
"NESTOR EDUARDO",2,147212,1
"CINTHYA VANESSA",10,147212,1
"LILIAN",8,147212,1
"MAGALY ESMERALDA",2,147212,1
"MARIA GUILLERMINA",16,147212,1
"NANCY YAHARABI",2,147212,1
"URIEL JESUS",2,147212,1
"WIOVAANA DE LOS ANGELES",4,147212,1
"ARACELY",44,147212,1
"ERICA GABRIELA",8,147212,1
"EDUARDO AXEL",4,147212,1
"ALHIINA",2,147212,1
"MARY CRUZ",14,147212,1
"CARLA ESTEFANI",2,147212,1
"ALEJANDRA MARISELA",2,147212,1
"REYNA ESMERALDA",14,147212,1
"DANNA ITZEL",12,147212,1
"JESUS RAMON",6,147212,1
"HEBER",9,147212,1
"RAMONA",22,147212,1
"MARIA ISIDRA",5,147212,1
"NANCI DEL SOCORRO",2,147212,1
"MA CLEOFAS",3,147212,1
"ERIC RICARDO",4,147212,1
"ALMA GUADALUPE",22,147212,1
"YAHAIRA DEYANEIRA",4,147212,1
"JHOVANY",6,147212,1
"CARINA",33,147212,1
"MARIA CARMEN",28,147212,1
"MARIA CATALINA",19,147212,1
"KARELIA",4,147212,1
"JOSE ADRIAN",16,147212,1
"IVON ITHANDEUI",2,147212,1
"CLAUDIA ISABEL",9,147212,1
"JUDITH ELENA",2,147212,1
"DIANA BERENICE",27,147212,1
"ELIEZER ALFONSO",4,147212,1
"ALONDRA ALHELI",2,147212,1
"IRMA LOURDES",2,147212,1
"GEORGINA",52,147212,1
"MA ELIUD",2,147212,1
"ODET GUADALUPE",6,147212,1
"ARLEY KAROLINA",2,147212,1
"DAISY JUMILE",2,147212,1
"ULISES RIGOBERTO",8,147212,1
"MARIO ANTONIO",8,147212,1
"JOSE GUADALUPE",146,147212,1
"AZAEL",7,147212,1
"SAUDITH ZUGEY",2,147212,1
"SONIA ISABEL",2,147212,1
"NATALIE",2,147212,1
"JORGE RAUL",5,147212,1
"ALESSANDRA BEATRIZ",2,147212,1
"JOSE MARTIN",34,147212,1
"RUTH NOHEMI",8,147212,1
"LIZBETH BERENICE",4,147212,1
"JOCELINE LIZBETH",2,147212,1
"ANGELA BEATRIZ",2,147212,1
"ORTENCIA",4,147212,1
"PALMIRA",8,147212,1
"EVELEIDA",2,147212,1
"ALBERTANO",2,147212,1
"LUIS DANIEL",34,147212,1
"RICARDO FELIPE",2,147212,1
"VIOLETA",29,147212,1
"YATZIRY",4,147212,1
"ELIAN GASPAR",4,147212,1
"DEBANI MONSERRAT",2,147212,1
"OLIMPIA TERESA",4,147212,1
"EFREN",41,147212,1
"ILSET NALLELY",4,147212,1
"DIANA JANETTE",2,147212,1
"FRANTZ",4,147212,1
"RINA JULISSA",2,147212,1
"LAURA ADILENE",4,147212,1
"ISRAEL RODRIGO",2,147212,1
"ALMA GRACIELA",6,147212,1
"NANCY FABIOLA",12,147212,1
"ICENIA",2,147212,1
"MILDRED ELOISA",2,147212,1
"ANGEL ARMANDO",4,147212,1
"ALEJANDRO ANDRES",2,147212,1
"JESENIA",2,147212,1
"ROSALIA LILIANA",4,147212,1
"MARTHA YOLANDA",8,147212,1
"MARIA PUEBLITO",1,147212,1
"MARIO GUADALUPE",4,147212,1
"NORMA PATRICIA",24,147212,1
"CARLA JULIETA",2,147212,1
"DAYRADYANIRA",3,147212,1
"IVAN JOSUE",4,147212,1
"DAVID DANIEL",6,147212,1
"CINTHYA AMERICA",2,147212,1
"ELI",18,147212,1
"GLORIA PATRICIA",9,147212,1
"ESDRAS RAUL ABRAHA",2,147212,1
"DANIEL ADRIAN",2,147212,1
"BRENDA ALEJANDRA",11,147212,1
"LESLIE MONSERRAT",4,147212,1
"STEPHANNY",2,147212,1
"ELDA EVELIA",2,147212,1
"MA ADELAYDA",2,147212,1
"EVELYN ADRIANA",2,147212,1
"MARI ISAURA",2,147212,1
"KASANDRA CECILIA",4,147212,1
"DENIS",6,147212,1
"TERESA DE GEORGETT",2,147212,1
"CELIA YADIRA",2,147212,1
"VALERIA STEPHANIE",4,147212,1
"BELEM MAGALY",4,147212,1
"IGNACIO ANTONIO",4,147212,1
"VICTOR MIGUEL",2,147212,1
"DIEGO ARTURO",4,147212,1
"ABDIEL ABISAI",6,147212,1
"NELLY JESSENIA",2,147212,1
"JACQUELINE IVETH",4,147212,1
"CELESTE",10,147212,1
"FATIMA BERENICE",8,147212,1
"ANA CECILIA",73,147212,1
"EMMANUEL",93,147212,1
"EUNICE ISABEL",4,147212,1
"CANDELARIO ANGEL",2,147212,1
"MARIA DEL CARMEN SUSANA",2,147212,1
"ROSALIA",75,147212,1
"FERNANDO SANTIAGO",5,147212,1
"FAUSTO AMILCAR",2,147212,1
"FLOR ANGELICA",8,147212,1
"YARELY",10,147212,1
"BIANEY",6,147212,1
"MA  DE JESUS",2,147212,1
"PAULINA",97,147212,1
"JONATHAN EDUARDO",4,147212,1
"FREDDY",22,147212,1
"KAREN",82,147212,1
"ITZAMARA",7,147212,1
"ERIKA DEL SOCORRO",4,147212,1
"DUNIA DE MARIA",2,147212,1
"CIRENIA",2,147212,1
"JOSE ALBERTO",100,147212,1
"BERTHA CATALINA",2,147212,1
"DEISY NOHELY",4,147212,1
"JESSICA JARETSY",5,147212,1
"CIDIA GUADALUPE",2,147212,1
"ELIZAMA",6,147212,1
"JESUS HUMBERTO",6,147212,1
"LIZETH ADRIANA",6,147212,1
"IZAMAR",21,147212,1
"MARIO ISAI",2,147212,1
"AMALIA",58,147212,1
"SHEYLA",4,147212,1
"MARIA GRACIELA",21,147212,1
"MARYSOL",4,147212,1
"EULALIA",20,147212,1
"LUISA LIRIO",2,147212,1
"BRIGITTE MAGDALENA",2,147212,1
"VERONICA VANESSA",4,147212,1
"ALMA REYNA",2,147212,1
"VALERY JACQUELINE",4,147212,1
"NALLELY IVONNE",2,147212,1
"FERNANDA ISABEL",8,147212,1
"JOSELIN CRISTAL",2,147212,1
"EDGAR SINUHE",6,147212,1
"EMMANUEL CONRADO",4,147212,1
"NESTOR ALONSO",4,147212,1
"EMILIO",23,147212,1
"ANGEL YAHIR",2,147212,1
"JOSSUE EMMANUEL",2,147212,1
"DORA NELLY",12,147212,1
"BRITHNEY LUCIANN",1,147212,1
"JORGE ANTONIO",30,147212,1
"ZULEYKA",6,147212,1
"VICTOR MATIAS",6,147212,1
"HERLINDA ANTONIETA",6,147212,1
"KIARA BIRZALLIT",3,147212,1
"CARLOS ALEXIS",7,147212,1
"YESICCA NALLELI",6,147212,1
"ZULEYMA",5,147212,1
"ITZIA",2,147212,1
"JOAQUIN",19,147212,1
"YULISA",21,147212,1
"NORBELLA CELIA",2,147212,1
"ALMA JULIETA",2,147212,1
"PABLO HUMBERTO",2,147212,1
"IBETH",10,147212,1
"ROSA MARIA",300,147212,1
"YECENIA YUDITH",6,147212,1
"JOSUE EMMANUEL",7,147212,1
"NESTOR IRVIN",6,147212,1
"JACOBO ULISES",8,147212,1
"ODBER MOGUEL",2,147212,1
"ESTELA",109,147212,1
"MINERVA",56,147212,1
"ROQUE JUAN",2,147212,1
"YESENIA GABRIELA",1,147212,1
"EMILY GUADALUPE",12,147212,1
"EVELIN ISABEL",1,147212,1
"CECILIA GUADALUPE",30,147212,1
"JUAN RAMON",18,147212,1
"GLORIA NALLELY",4,147212,1
"JOSELYN",13,147212,1
"ERNESTO",86,147212,1
"GHINA LYN",2,147212,1
"JESUS IVAN",16,147212,1
"IGNACIO",65,147212,1
"DAYANARA",6,147212,1
"MARIA FATIMA",8,147212,1
"BOREL",2,147212,1
"MARTHA INES",6,147212,1
"JOSE JUAN",65,147212,1
"SARAI ELIZABETH",4,147212,1
"GUILLERMO JAIR",1,147212,1
"EDUARDO DANIEL",14,147212,1
"JAVIER CARLOS",2,147212,1
"ANDY GEORGE",4,147212,1
"LIZBETH ALEJANDRA",14,147212,1
"BETTY RACHEL",2,147212,1
"YAJAHIRA LIZBETH",2,147212,1
"EDITH LORENA",12,147212,1
"DIANA MARLEN",2,147212,1
"MARIA ANTONIA",58,147212,1
"CRISTINA ALEJANDRA",5,147212,1
"JUANA LILIANA",6,147212,1
"ABRAHAN HERIBERTO",2,147212,1
"ANA ERITZI",2,147212,1
"CLEMENCIA",21,147212,1
"IVONNE",77,147212,1
"KAREN VIRIDIANA",3,147212,1
"ADAN  ELLAMIR",2,147212,1
"BRENDA AIME",2,147212,1
"MARLYN LIZETH",2,147212,1
"ALBA DEL CARMEN",1,147212,1
"KEILA ARISBET",2,147212,1
"MELINA VERONICA",6,147212,1
"NATALIA",62,147212,1
"FELIX EDUARDO",4,147212,1
"ONEYDA CAROLINA",2,147212,1
"JORGE ERIK",4,147212,1
"NARMI",2,147212,1
"MELANY",10,147212,1
"KARLA BERENICE",10,147212,1
"CHRISTIAN URIEL",5,147212,1
"ILSE VERONICA",4,147212,1
"MARIA GUADALUPE CECI",2,147212,1
"ALEJANDRO RAMON",2,147212,1
"BLANCA LILIA",10,147212,1
"VERONICA ALMENDRA",3,147212,1
"MARIANELLA",4,147212,1
"KARLA SARAHI",6,147212,1
"ISABEL YOLOCITLALI",2,147212,1
"DANIEL ALEXIS",5,147212,1
"ALEXIS JANELY",2,147212,1
"LITZY AMAIRANY",2,147212,1
"MAIRANY ARACELI",2,147212,1
"LAURA IRENE",2,147212,1
"EDGAR ARMANDO",8,147212,1
"BRENDA VERENICE",2,147212,1
"ROMANA GABRIELA",2,147212,1
"NANCY GUADALUPE",27,147212,1
"GAUDENCIA",4,147212,1
"ITZAMAR",3,147212,1
"BRAYAN ALEJANDRO",2,147212,1
"ROSAURA",26,147212,1
"MARIA ROSA ELENA",2,147212,1
"ROCIO MICHELLE",2,147212,1
"ROSARIO LILIANA",3,147212,1
"VERONICA LISETTE",12,147212,1
"CLAUDIA YASMIN",6,147212,1
"VICTOR ALEXANDER",2,147212,1
"ANGELES GABRIELA",9,147212,1
"VICTORINA",11,147212,1
"KARLA SELENA",8,147212,1
"CLAUDIA VERONICA",16,147212,1
"ALICIA ABIGAIL",2,147212,1
"NEIDA",3,147212,1
"SULMA YULIANA",4,147212,1
"CATARINA",4,147212,1
"ESBEYDI LISBETH",2,147212,1
"FLORA JANETH",2,147212,1
"BLANCA JAZMIN",28,147212,1
"LORENA BEATRIZ",2,147212,1
"ITHAHI",4,147212,1
"JONATHAN ALEJANDRO",6,147212,1
"MAURO",21,147212,1
"HILDARIS",2,147212,1
"ROSA ICELA",8,147212,1
"KARELY NOHEMI",2,147212,1
"MA ALEJANDRA",13,147212,1
"MA CONSEPCION",10,147212,1
"JEZABEL",2,147212,1
"ELIA BELINDA",2,147212,1
"ALEJANDRA ABIGAIL",2,147212,1
"TANIA JACQUELINE",7,147212,1
"HONORIA",12,147212,1
"MARIA CLAUDIA",13,147212,1
"ZOILA",17,147212,1
"KARLA ALEJANDRA",22,147212,1
"CARMEN MELINA",2,147212,1
"SILVIA LIZBETH",10,147212,1
"BARBARA JAKELINE",4,147212,1
"MA DEL ROSARIO",64,147212,1
"LESLIE DENNISE",2,147212,1
"BEATRIZ DEYANIRA",2,147212,1
"LUZ FIDELA",2,147212,1
"ESTEFANIA",67,147212,1
"LUCERO ALEJANDRA",8,147212,1
"CLAVER",2,147212,1
"EDUARDO SAUL",3,147212,1
"ADERLI DANIELA",2,147212,1
"DENIS ALEXANDER",2,147212,1
"MARIA DENISSE",2,147212,1
"GLORIA ADRIANA",4,147212,1
"MARCOS DAVINO",6,147212,1
"JAIME ALEJANDRO",13,147212,1
"CHRISTIAN CAROLINA",2,147212,1
"LESLIE ARLETH",6,147212,1
"JENNIFER YESENIA",4,147212,1
"PEDRO ERNESTO",4,147212,1
"CARLOS ARMANDO",10,147212,1
"JHONATAN SERGIO",2,147212,1
"VICTORIA ALEJANDRA",2,147212,1
"AISLIN",6,147212,1
"YUVAL CAMILA CRISTINA",2,147212,1
"IVON  ARISBETH",2,147212,1
"MANUEL ANTONIO",33,147212,1
"CESAR FRANCISCO",4,147212,1
"FRANCISCO ALBERTO",2,147212,1
"JOSSELINE",9,147212,1
"LUCIO",16,147212,1
"YESICA ILEHIN",2,147212,1
"LUCERO VIRIDIANA",4,147212,1
"JUAN PABLO",81,147212,1
"BRAYAN SAMUEL",1,147212,1
"VICENTE",47,147212,1
"VANESSA DEL CARMEN",4,147212,1
"GLORIA EDITH",9,147212,1
"APOLINAR",8,147212,1
"VIVIANA ALEJANDRA",4,147212,1
"MISAEL ALEXIS",2,147212,1
"BERNARDO",55,147212,1
"NANCY ENEDINA",2,147212,1
"SEBASTIAN ABNER",2,147212,1
"CELESTINA",8,147212,1
"ANAYELI",139,147212,1
"MARISELA VIANEY",2,147212,1
"ERIC ALEJANDRO",2,147212,1
"MAYRA SOLEDAD",2,147212,1
"PAULINA MONTSERRAT",28,147212,1
"ROCIO GUADALUPE",47,147212,1
"ANGELES YOLANDA",5,147212,1
"ADRIANA DEL CARMEN",6,147212,1
"JOSE RODOLFO",10,147212,1
"LIZETH YURIDIA",2,147212,1
"NICOLAS",43,147212,1
"LIZBETH YARELI",2,147212,1
"MARTHA YESENIA",10,147212,1
"EMMA MAGALI",2,147212,1
"ALMA LAURA",7,147212,1
"ALEXA MICHELLE",2,147212,1
"CARLA EDILENI",2,147212,1
"NAYELI LIZBETH",2,147212,1
"REYNA CRISTINA",8,147212,1
"YENIFHER",2,147212,1
"MAIRANI",7,147212,1
"FABIOLA ISABEL",2,147212,1
"MAYRA PATRICIA",14,147212,1
"ALFONSO",80,147212,1
"CINTHIA ARACELY",2,147212,1
"EDSON EZEQUIEL",2,147212,1
"MARIA DEL PILAR",81,147212,1
"SARA ELIZABETH",8,147212,1
"DANIELA SARAHI",2,147212,1
"MELISSA",60,147212,1
"NOEMI ARACELI",2,147212,1
"ALEXANDER",27,147212,1
"YANELI GUADALUPE",6,147212,1
"NANCY MARINA",7,147212,1
"ARELY YAREMI",4,147212,1
"ITSUMI JOSELIN",4,147212,1
"HERADIA",2,147212,1
"ZAYRY DE JESUS",10,147212,1
"GUADALUPE JACQUELINNE",3,147212,1
"NATIELY JUDITH",4,147212,1
"NORMA BRIGIDA",2,147212,1
"ROSA ELENA",70,147212,1
"ARANZAZU",5,147212,1
"SUSANA ELISA",4,147212,1
"CONSUELO ESTIBALIZ",2,147212,1
"AIDA LIZETH",2,147212,1
"CARMEN ELENA",4,147212,1
"MARIA  GUADALUPE",7,147212,1
"ISAURO",4,147212,1
"MAYELY GUADALUPE",5,147212,1
"ZULEYMA YOSELIN",2,147212,1
"LUCIA BERENICE",2,147212,1
"ELIAN",4,147212,1
"SOCORRO",56,147212,1
"DANIEL GUADALUPE",4,147212,1
"HERMILO",10,147212,1
"SANTA ISABEL",6,147212,1
"KARLA MARIA",26,147212,1
"JUAN ARTURO",25,147212,1
"KARLA VERONICA",13,147212,1
"GREYSI NATHALI",4,147212,1
"KATHIA ZULEYMA",2,147212,1
"JESSICA PATRICIA",12,147212,1
"NADIA MICHEL",8,147212,1
"CARMELA",33,147212,1
"ELOISA",55,147212,1
"JUAN AXEL",2,147212,1
"MELCHOR",4,147212,1
"MA REMEDIOS",14,147212,1
"PETRA ANGELICA",2,147212,1
"GENOVEVA",21,147212,1
"ARGENIS ISRAEL",2,147212,1
"ANA BERTHA",37,147212,1
"DAYANA ALIBET",2,147212,1
"YANELI",20,147212,1
"ERIKA JANET",5,147212,1
"ANIBAL",13,147212,1
"DALIA LISBET",2,147212,1
"VIVIANA",84,147212,1
"FERNANDO JAVIER",5,147212,1
"YOVANA",10,147212,1
"MA ANTONIA",7,147212,1
"INGRID ALINE",2,147212,1
"AURORA",85,147212,1
"LAURA PATRICIA",42,147212,1
"TOMASA DE LOS ANGELES",2,147212,1
"MA FELIX",8,147212,1
"LUIS JAVIER",25,147212,1
"JERONIMO",15,147212,1
"DIEGO MICHEL",10,147212,1
"SANDRA CANDELARIA",2,147212,1
"BERTHA GABRIELA",2,147212,1
"JUANA MARIA",75,147212,1
"ALFREDO HORACIO",2,147212,1
"MARIA BEATRIZ",21,147212,1
"LUIS CARLOS",60,147212,1
"LIZANDRO ANTONIO",2,147212,1
"PORFIRIA ANAHI",2,147212,1
"VICTOR ALFONSO",21,147212,1
"MOISES",95,147212,1
"RICARDO ISRAEL",2,147212,1
"DORA DEL CARMEN",10,147212,1
"AMPARO GUADALUPE",4,147212,1
"ERICK",100,147212,1
"RUBI",83,147212,1
"BRENDA AMAIRANI",8,147212,1
"JUNIOR NOE",4,147212,1
"AURELIO",12,147212,1
"MITZY AYLIN GAVIOTA",4,147212,1
"MIRIAM ANGELICA",10,147212,1
"SILVERIO GABRIEL",4,147212,1
"AMAYRANI CONCEPCION",4,147212,1
"TERESA GEORGINA",4,147212,1
"CARLOS DAVID",21,147212,1
"ANGEL",129,147212,1
"YARELI ARIDAI",2,147212,1
"ISIDRA",21,147212,1
"MARIA CRISTINA EST",2,147212,1
"FABIOLA DE JESUS",2,147212,1
"NATALY",34,147212,1
"DELIA MELISSA",8,147212,1
"MARIA MERCEDES",75,147212,1
"YANETH",52,147212,1
"PERLA GRICEL",2,147212,1
"ALEJANDRO DE JESUS",6,147212,1
"IVAN MISSAEL",2,147212,1
"DOLORES",49,147212,1
"GUADALUPE DE JESUS",22,147212,1
"REMEDIOS",24,147212,1
"AGUSTIN",73,147212,1
"SANJUANA",56,147212,1
"BERNARDO VICTOR",2,147212,1
"EMMA CECILIA",2,147212,1
"GONZALO JAVIER",4,147212,1
"CARLOS",203,147212,1
"JUAN LUIS",45,147212,1
"BLANCA MARGARITA",17,147212,1
"LORENA LIZBETH",2,147212,1
"JANINE ANAHI",6,147212,1
"HORTENCIA",30,147212,1
"ARCELI",4,147212,1
"SANDRA FABIOLA",6,147212,1
"JAQUELINE",89,147212,1
"KENNETH",4,147212,1
"LAURA ITZEL",10,147212,1
"DAMIAN",18,147212,1
"LUCINA",46,147212,1
"ANA DELIA",12,147212,1
"JESSICA GUADALUPE",25,147212,1
"NALLELY",69,147212,1
"ANABEL",134,147212,1
"TAICHI",3,147212,1
"BRYAN ISRAEL",6,147212,1
"EZLY ETHEL",6,147212,1
"DAISY",10,147212,1
"MARIA ITZEL",14,147212,1
"PETRA",40,147212,1
"KENAN",2,147212,1
"ADELINA",21,147212,1
"ARELY RUBI",2,147212,1
"CARLOS JHOVANNY",5,147212,1
"ANA MARIA",363,147212,1
"MARIO JESUS",2,147212,1
"RUBEN ALEJANDRO",12,147212,1
"BENJAMIN",55,147212,1
"VIANEY DEL ROSARIO",3,147212,1
"JOSE RAUL",21,147212,1
"RITA ISABEL",4,147212,1
"LESLIE MARIAN",2,147212,1
"J DE JESUS",2,147212,1
"SEBASTIAN",33,147212,1
"PAOLA JAZMIN",10,147212,1
"ARELI",85,147212,1
"MARIA PABLA",2,147212,1
"OCTAVIO  MISAEL",2,147212,1
"GRACIELA VIRGINIA",2,147212,1
"RORAYMA MARGARITA",4,147212,1
"ABIGAIL CAROLINA",4,147212,1
"GLORIA CELINA",6,147212,1
"AXEL NOE",4,147212,1
"LUIS FELIPE",46,147212,1
"VANESSA GUADALUPE",9,147212,1
"ALITZEL",2,147212,1
"HERIBERTO",42,147212,1
"CARLA ESMERANI",2,147212,1
"MARTHA MARIA",31,147212,1
"GRECIA DANIELA",9,147212,1
"FEDERICO",29,147212,1
"RUTH MARLEN",7,147212,1
"MARIA ESTHER",93,147212,1
"MARICRUZ",113,147212,1
"RENE",75,147212,1
"CELIA MARLENE",2,147212,1
"BRENDA IXCHEL",4,147212,1
"DIEGO ALONSO",6,147212,1
"JESUS ADRIAN",18,147212,1
"MA BITELIA",2,147212,1
"JORGE",185,147212,1
"ALMA SENORINA",5,147212,1
"SAN JUANITA",2,147212,1
"GAMALIEL ESAU",4,147212,1
"MARIA BELEM",2,147212,1
"CARLOS ANDRES",14,147212,1
"KEREN FIORELA",3,147212,1
"ISMARYS ALEJANDRA",2,147212,1
"MARIA ENRIQUETA",6,147212,1
"DAVID ANTONIO",2,147212,1
"NORMA LETICIA",32,147212,1
